il,yil,gosterge_kodu,gosterge,deger
Van,2010,hekim_1000,Bin kişiye düşen hekim,1.3
Yalova,2010,hekim_1000,Bin kişiye düşen hekim,1.2
Yozgat,2010,hekim_1000,Bin kişiye düşen hekim,1.1
Zonguldak,2010,hekim_1000,Bin kişiye düşen hekim,1.7
Çanakkale,2010,hekim_1000,Bin kişiye düşen hekim,1.4
Çankırı,2010,hekim_1000,Bin kişiye düşen hekim,1.2
Çorum,2010,hekim_1000,Bin kişiye düşen hekim,1.1
İstanbul,2010,hekim_1000,Bin kişiye düşen hekim,1.9
İzmir,2010,hekim_1000,Bin kişiye düşen hekim,2.2
Şanlıurfa,2010,hekim_1000,Bin kişiye düşen hekim,1.0
Şırnak,2010,hekim_1000,Bin kişiye düşen hekim,1.0
Adana,2011,hekim_1000,Bin kişiye düşen hekim,1.7
Adıyaman,2011,hekim_1000,Bin kişiye düşen hekim,1.0
Afyon,2011,hekim_1000,Bin kişiye düşen hekim,1.4
Aksaray,2011,hekim_1000,Bin kişiye düşen hekim,1.1
Amasya,2011,hekim_1000,Bin kişiye düşen hekim,1.2
Ankara,2011,hekim_1000,Bin kişiye düşen hekim,3.1
Antalya,2011,hekim_1000,Bin kişiye düşen hekim,1.9
Ardahan,2011,hekim_1000,Bin kişiye düşen hekim,1.3
Artvin,2011,hekim_1000,Bin kişiye düşen hekim,1.4
Aydın,2011,hekim_1000,Bin kişiye düşen hekim,1.6
Ağrı,2011,hekim_1000,Bin kişiye düşen hekim,0.9
Balıkesir,2011,hekim_1000,Bin kişiye düşen hekim,1.3
Bartın,2011,hekim_1000,Bin kişiye düşen hekim,1.2
Batman,2011,hekim_1000,Bin kişiye düşen hekim,1.1
Bayburt,2011,hekim_1000,Bin kişiye düşen hekim,1.3
Bilecik,2011,hekim_1000,Bin kişiye düşen hekim,1.2
Bingöl,2011,hekim_1000,Bin kişiye düşen hekim,1.1
Bitlis,2011,hekim_1000,Bin kişiye düşen hekim,1.0
Bolu,2011,hekim_1000,Bin kişiye düşen hekim,2.2
Burdur,2011,hekim_1000,Bin kişiye düşen hekim,1.3
Bursa,2011,hekim_1000,Bin kişiye düşen hekim,1.5
Denizli,2011,hekim_1000,Bin kişiye düşen hekim,1.8
Diyarbakır,2011,hekim_1000,Bin kişiye düşen hekim,1.4
Düzce,2011,hekim_1000,Bin kişiye düşen hekim,1.8
Edirne,2011,hekim_1000,Bin kişiye düşen hekim,2.8
Elazığ,2011,hekim_1000,Bin kişiye düşen hekim,2.1
Erzincan,2011,hekim_1000,Bin kişiye düşen hekim,1.4
Erzurum,2011,hekim_1000,Bin kişiye düşen hekim,2.0
Eskişehir,2011,hekim_1000,Bin kişiye düşen hekim,2.0
Gaziantep,2011,hekim_1000,Bin kişiye düşen hekim,1.3
Giresun,2011,hekim_1000,Bin kişiye düşen hekim,1.3
Gümüşhane,2011,hekim_1000,Bin kişiye düşen hekim,1.3
Hakkari,2011,hekim_1000,Bin kişiye düşen hekim,1.0
Hatay,2011,hekim_1000,Bin kişiye düşen hekim,1.2
Isparta,2011,hekim_1000,Bin kişiye düşen hekim,2.3
Iğdır,2011,hekim_1000,Bin kişiye düşen hekim,1.0
Kahramanmaraş,2011,hekim_1000,Bin kişiye düşen hekim,1.2
Karabük,2011,hekim_1000,Bin kişiye düşen hekim,1.4
Karaman,2011,hekim_1000,Bin kişiye düşen hekim,1.3
Kars,2011,hekim_1000,Bin kişiye düşen hekim,1.2
Kastamonu,2011,hekim_1000,Bin kişiye düşen hekim,1.4
Kayseri,2011,hekim_1000,Bin kişiye düşen hekim,1.8
Kilis,2011,hekim_1000,Bin kişiye düşen hekim,1.2
Kocaeli,2011,hekim_1000,Bin kişiye düşen hekim,1.5
Konya,2011,hekim_1000,Bin kişiye düşen hekim,1.7
Kütahya,2011,hekim_1000,Bin kişiye düşen hekim,1.2
Kırklareli,2011,hekim_1000,Bin kişiye düşen hekim,1.3
Kırıkkale,2011,hekim_1000,Bin kişiye düşen hekim,2.3
Kırşehir,2011,hekim_1000,Bin kişiye düşen hekim,1.2
Malatya,2011,hekim_1000,Bin kişiye düşen hekim,1.9
Manisa,2011,hekim_1000,Bin kişiye düşen hekim,1.5
Mardin,2011,hekim_1000,Bin kişiye düşen hekim,0.9
Mersin,2011,hekim_1000,Bin kişiye düşen hekim,1.4
Muğla,2011,hekim_1000,Bin kişiye düşen hekim,1.4
Muş,2011,hekim_1000,Bin kişiye düşen hekim,1.1
Nevşehir,2011,hekim_1000,Bin kişiye düşen hekim,1.2
Niğde,2011,hekim_1000,Bin kişiye düşen hekim,1.1
Ordu,2011,hekim_1000,Bin kişiye düşen hekim,1.2
Osmaniye,2011,hekim_1000,Bin kişiye düşen hekim,1.2
Rize,2011,hekim_1000,Bin kişiye düşen hekim,1.6
Sakarya,2011,hekim_1000,Bin kişiye düşen hekim,1.3
Samsun,2011,hekim_1000,Bin kişiye düşen hekim,1.9
Siirt,2011,hekim_1000,Bin kişiye düşen hekim,1.2
Sinop,2011,hekim_1000,Bin kişiye düşen hekim,1.2
Sivas,2011,hekim_1000,Bin kişiye düşen hekim,1.8
Tekirdağ,2011,hekim_1000,Bin kişiye düşen hekim,1.2
Tokat,2011,hekim_1000,Bin kişiye düşen hekim,1.4
Trabzon,2011,hekim_1000,Bin kişiye düşen hekim,2.2
Tunceli,2011,hekim_1000,Bin kişiye düşen hekim,1.3
Uşak,2011,hekim_1000,Bin kişiye düşen hekim,1.2
Van,2011,hekim_1000,Bin kişiye düşen hekim,1.4
Yalova,2011,hekim_1000,Bin kişiye düşen hekim,1.3
Yozgat,2011,hekim_1000,Bin kişiye düşen hekim,1.2
Zonguldak,2011,hekim_1000,Bin kişiye düşen hekim,1.8
Çanakkale,2011,hekim_1000,Bin kişiye düşen hekim,1.4
Çankırı,2011,hekim_1000,Bin kişiye düşen hekim,1.3
Çorum,2011,hekim_1000,Bin kişiye düşen hekim,1.2
İstanbul,2011,hekim_1000,Bin kişiye düşen hekim,1.9
İzmir,2011,hekim_1000,Bin kişiye düşen hekim,2.2
Şanlıurfa,2011,hekim_1000,Bin kişiye düşen hekim,1.0
Şırnak,2011,hekim_1000,Bin kişiye düşen hekim,1.0
Adana,2012,hekim_1000,Bin kişiye düşen hekim,1.7
Adıyaman,2012,hekim_1000,Bin kişiye düşen hekim,0.9
Afyon,2012,hekim_1000,Bin kişiye düşen hekim,1.4
Aksaray,2012,hekim_1000,Bin kişiye düşen hekim,1.1
Amasya,2012,hekim_1000,Bin kişiye düşen hekim,1.2
Ankara,2012,hekim_1000,Bin kişiye düşen hekim,3.1
Antalya,2012,hekim_1000,Bin kişiye düşen hekim,1.9
Ardahan,2012,hekim_1000,Bin kişiye düşen hekim,1.3
Artvin,2012,hekim_1000,Bin kişiye düşen hekim,1.3
Aydın,2012,hekim_1000,Bin kişiye düşen hekim,1.7
Ağrı,2012,hekim_1000,Bin kişiye düşen hekim,0.8
Balıkesir,2012,hekim_1000,Bin kişiye düşen hekim,1.3
Bartın,2012,hekim_1000,Bin kişiye düşen hekim,1.2
Batman,2012,hekim_1000,Bin kişiye düşen hekim,1.1
Bayburt,2012,hekim_1000,Bin kişiye düşen hekim,1.3
Bilecik,2012,hekim_1000,Bin kişiye düşen hekim,1.1
Bingöl,2012,hekim_1000,Bin kişiye düşen hekim,1.1
Bitlis,2012,hekim_1000,Bin kişiye düşen hekim,1.0
Bolu,2012,hekim_1000,Bin kişiye düşen hekim,2.2
Burdur,2012,hekim_1000,Bin kişiye düşen hekim,1.3
Bursa,2012,hekim_1000,Bin kişiye düşen hekim,1.5
Denizli,2012,hekim_1000,Bin kişiye düşen hekim,1.7
Diyarbakır,2012,hekim_1000,Bin kişiye düşen hekim,1.5
Düzce,2012,hekim_1000,Bin kişiye düşen hekim,1.7
Edirne,2012,hekim_1000,Bin kişiye düşen hekim,2.5
Elazığ,2012,hekim_1000,Bin kişiye düşen hekim,2.2
Erzincan,2012,hekim_1000,Bin kişiye düşen hekim,1.4
Erzurum,2012,hekim_1000,Bin kişiye düşen hekim,2.0
Eskişehir,2012,hekim_1000,Bin kişiye düşen hekim,2.0
Gaziantep,2012,hekim_1000,Bin kişiye düşen hekim,1.4
Giresun,2012,hekim_1000,Bin kişiye düşen hekim,1.4
Gümüşhane,2012,hekim_1000,Bin kişiye düşen hekim,1.3
Hakkari,2012,hekim_1000,Bin kişiye düşen hekim,0.8
Hatay,2012,hekim_1000,Bin kişiye düşen hekim,1.2
Isparta,2012,hekim_1000,Bin kişiye düşen hekim,2.5
Iğdır,2012,hekim_1000,Bin kişiye düşen hekim,1.1
Kahramanmaraş,2012,hekim_1000,Bin kişiye düşen hekim,1.2
Karabük,2012,hekim_1000,Bin kişiye düşen hekim,1.5
Karaman,2012,hekim_1000,Bin kişiye düşen hekim,1.2
Kars,2012,hekim_1000,Bin kişiye düşen hekim,1.4
Kastamonu,2012,hekim_1000,Bin kişiye düşen hekim,1.3
Kayseri,2012,hekim_1000,Bin kişiye düşen hekim,1.8
Kilis,2012,hekim_1000,Bin kişiye düşen hekim,1.4
Kocaeli,2012,hekim_1000,Bin kişiye düşen hekim,1.5
Konya,2012,hekim_1000,Bin kişiye düşen hekim,1.8
Kütahya,2012,hekim_1000,Bin kişiye düşen hekim,1.1
Kırklareli,2012,hekim_1000,Bin kişiye düşen hekim,1.3
Kırıkkale,2012,hekim_1000,Bin kişiye düşen hekim,2.4
Kırşehir,2012,hekim_1000,Bin kişiye düşen hekim,1.2
Malatya,2012,hekim_1000,Bin kişiye düşen hekim,1.9
Manisa,2012,hekim_1000,Bin kişiye düşen hekim,1.6
Mardin,2012,hekim_1000,Bin kişiye düşen hekim,0.9
Mersin,2012,hekim_1000,Bin kişiye düşen hekim,1.4
Muğla,2012,hekim_1000,Bin kişiye düşen hekim,1.5
Muş,2012,hekim_1000,Bin kişiye düşen hekim,0.9
Nevşehir,2012,hekim_1000,Bin kişiye düşen hekim,1.2
Niğde,2012,hekim_1000,Bin kişiye düşen hekim,1.0
Ordu,2012,hekim_1000,Bin kişiye düşen hekim,1.2
Osmaniye,2012,hekim_1000,Bin kişiye düşen hekim,1.2
Rize,2012,hekim_1000,Bin kişiye düşen hekim,1.4
Sakarya,2012,hekim_1000,Bin kişiye düşen hekim,1.2
Samsun,2012,hekim_1000,Bin kişiye düşen hekim,1.9
Siirt,2012,hekim_1000,Bin kişiye düşen hekim,1.2
Sinop,2012,hekim_1000,Bin kişiye düşen hekim,1.2
Sivas,2012,hekim_1000,Bin kişiye düşen hekim,1.8
Tekirdağ,2012,hekim_1000,Bin kişiye düşen hekim,1.3
Tokat,2012,hekim_1000,Bin kişiye düşen hekim,1.4
Trabzon,2012,hekim_1000,Bin kişiye düşen hekim,2.3
Tunceli,2012,hekim_1000,Bin kişiye düşen hekim,1.3
Uşak,2012,hekim_1000,Bin kişiye düşen hekim,1.2
Van,2012,hekim_1000,Bin kişiye düşen hekim,1.3
Yalova,2012,hekim_1000,Bin kişiye düşen hekim,1.3
Yozgat,2012,hekim_1000,Bin kişiye düşen hekim,1.3
Zonguldak,2012,hekim_1000,Bin kişiye düşen hekim,1.8
Çanakkale,2012,hekim_1000,Bin kişiye düşen hekim,1.7
Çankırı,2012,hekim_1000,Bin kişiye düşen hekim,1.2
Çorum,2012,hekim_1000,Bin kişiye düşen hekim,1.2
İstanbul,2012,hekim_1000,Bin kişiye düşen hekim,1.9
İzmir,2012,hekim_1000,Bin kişiye düşen hekim,2.3
Şanlıurfa,2012,hekim_1000,Bin kişiye düşen hekim,1.1
Şırnak,2012,hekim_1000,Bin kişiye düşen hekim,0.9
Adana,2013,hekim_1000,Bin kişiye düşen hekim,1.8
Adıyaman,2013,hekim_1000,Bin kişiye düşen hekim,1.0
Afyon,2013,hekim_1000,Bin kişiye düşen hekim,1.5
Aksaray,2013,hekim_1000,Bin kişiye düşen hekim,1.1
Amasya,2013,hekim_1000,Bin kişiye düşen hekim,1.2
Ankara,2013,hekim_1000,Bin kişiye düşen hekim,3.2
Antalya,2013,hekim_1000,Bin kişiye düşen hekim,2.0
Ardahan,2013,hekim_1000,Bin kişiye düşen hekim,1.4
Artvin,2013,hekim_1000,Bin kişiye düşen hekim,1.3
Aydın,2013,hekim_1000,Bin kişiye düşen hekim,1.8
Ağrı,2013,hekim_1000,Bin kişiye düşen hekim,0.9
Balıkesir,2013,hekim_1000,Bin kişiye düşen hekim,1.3
Bartın,2013,hekim_1000,Bin kişiye düşen hekim,1.2
Batman,2013,hekim_1000,Bin kişiye düşen hekim,1.1
Bayburt,2013,hekim_1000,Bin kişiye düşen hekim,1.5
Bilecik,2013,hekim_1000,Bin kişiye düşen hekim,1.1
Bingöl,2013,hekim_1000,Bin kişiye düşen hekim,1.1
Bitlis,2013,hekim_1000,Bin kişiye düşen hekim,1.0
Bolu,2013,hekim_1000,Bin kişiye düşen hekim,2.3
Burdur,2013,hekim_1000,Bin kişiye düşen hekim,1.3
Bursa,2013,hekim_1000,Bin kişiye düşen hekim,1.5
Denizli,2013,hekim_1000,Bin kişiye düşen hekim,1.8
Diyarbakır,2013,hekim_1000,Bin kişiye düşen hekim,1.5
Düzce,2013,hekim_1000,Bin kişiye düşen hekim,1.7
Edirne,2013,hekim_1000,Bin kişiye düşen hekim,2.5
Elazığ,2013,hekim_1000,Bin kişiye düşen hekim,2.1
Erzincan,2013,hekim_1000,Bin kişiye düşen hekim,1.3
Erzurum,2013,hekim_1000,Bin kişiye düşen hekim,2.1
Eskişehir,2013,hekim_1000,Bin kişiye düşen hekim,2.1
Gaziantep,2013,hekim_1000,Bin kişiye düşen hekim,1.4
Giresun,2013,hekim_1000,Bin kişiye düşen hekim,1.3
Gümüşhane,2013,hekim_1000,Bin kişiye düşen hekim,1.1
Hakkari,2013,hekim_1000,Bin kişiye düşen hekim,0.9
Hatay,2013,hekim_1000,Bin kişiye düşen hekim,1.3
Isparta,2013,hekim_1000,Bin kişiye düşen hekim,2.6
Iğdır,2013,hekim_1000,Bin kişiye düşen hekim,0.9
Kahramanmaraş,2013,hekim_1000,Bin kişiye düşen hekim,1.2
Karabük,2013,hekim_1000,Bin kişiye düşen hekim,1.4
Karaman,2013,hekim_1000,Bin kişiye düşen hekim,1.2
Kars,2013,hekim_1000,Bin kişiye düşen hekim,1.4
Kastamonu,2013,hekim_1000,Bin kişiye düşen hekim,1.2
Kayseri,2013,hekim_1000,Bin kişiye düşen hekim,1.9
Kilis,2013,hekim_1000,Bin kişiye düşen hekim,1.5
Kocaeli,2013,hekim_1000,Bin kişiye düşen hekim,1.6
Konya,2013,hekim_1000,Bin kişiye düşen hekim,1.8
Kütahya,2013,hekim_1000,Bin kişiye düşen hekim,1.1
Kırklareli,2013,hekim_1000,Bin kişiye düşen hekim,1.3
Kırıkkale,2013,hekim_1000,Bin kişiye düşen hekim,2.4
Kırşehir,2013,hekim_1000,Bin kişiye düşen hekim,1.2
Malatya,2013,hekim_1000,Bin kişiye düşen hekim,1.9
Manisa,2013,hekim_1000,Bin kişiye düşen hekim,1.6
Mardin,2013,hekim_1000,Bin kişiye düşen hekim,0.9
Mersin,2013,hekim_1000,Bin kişiye düşen hekim,1.4
Muğla,2013,hekim_1000,Bin kişiye düşen hekim,1.5
Muş,2013,hekim_1000,Bin kişiye düşen hekim,1.0
Nevşehir,2013,hekim_1000,Bin kişiye düşen hekim,1.2
Niğde,2013,hekim_1000,Bin kişiye düşen hekim,1.1
Ordu,2013,hekim_1000,Bin kişiye düşen hekim,1.3
Osmaniye,2013,hekim_1000,Bin kişiye düşen hekim,1.2
Rize,2013,hekim_1000,Bin kişiye düşen hekim,1.5
Sakarya,2013,hekim_1000,Bin kişiye düşen hekim,1.2
Samsun,2013,hekim_1000,Bin kişiye düşen hekim,2.0
Siirt,2013,hekim_1000,Bin kişiye düşen hekim,1.1
Sinop,2013,hekim_1000,Bin kişiye düşen hekim,1.1
Sivas,2013,hekim_1000,Bin kişiye düşen hekim,1.9
Tekirdağ,2013,hekim_1000,Bin kişiye düşen hekim,1.4
Tokat,2013,hekim_1000,Bin kişiye düşen hekim,1.5
Trabzon,2013,hekim_1000,Bin kişiye düşen hekim,2.3
Tunceli,2013,hekim_1000,Bin kişiye düşen hekim,1.4
Uşak,2013,hekim_1000,Bin kişiye düşen hekim,1.2
Van,2013,hekim_1000,Bin kişiye düşen hekim,1.3
Yalova,2013,hekim_1000,Bin kişiye düşen hekim,1.4
Yozgat,2013,hekim_1000,Bin kişiye düşen hekim,1.4
Zonguldak,2013,hekim_1000,Bin kişiye düşen hekim,1.8
Çanakkale,2013,hekim_1000,Bin kişiye düşen hekim,1.7
Çankırı,2013,hekim_1000,Bin kişiye düşen hekim,1.1
Çorum,2013,hekim_1000,Bin kişiye düşen hekim,1.2
İstanbul,2013,hekim_1000,Bin kişiye düşen hekim,1.8
İzmir,2013,hekim_1000,Bin kişiye düşen hekim,2.4
Şanlıurfa,2013,hekim_1000,Bin kişiye düşen hekim,1.2
Şırnak,2013,hekim_1000,Bin kişiye düşen hekim,1.0
Adana,2014,hekim_1000,Bin kişiye düşen hekim,1.8
Adıyaman,2014,hekim_1000,Bin kişiye düşen hekim,1.0
Afyon,2014,hekim_1000,Bin kişiye düşen hekim,1.4
Aksaray,2014,hekim_1000,Bin kişiye düşen hekim,1.0
Amasya,2014,hekim_1000,Bin kişiye düşen hekim,1.2
Ankara,2014,hekim_1000,Bin kişiye düşen hekim,3.1
Antalya,2014,hekim_1000,Bin kişiye düşen hekim,2.0
Ardahan,2014,hekim_1000,Bin kişiye düşen hekim,1.2
Artvin,2014,hekim_1000,Bin kişiye düşen hekim,1.2
Aydın,2014,hekim_1000,Bin kişiye düşen hekim,1.8
Ağrı,2014,hekim_1000,Bin kişiye düşen hekim,0.9
Balıkesir,2014,hekim_1000,Bin kişiye düşen hekim,1.3
Bartın,2014,hekim_1000,Bin kişiye düşen hekim,1.2
Batman,2014,hekim_1000,Bin kişiye düşen hekim,1.1
Bayburt,2014,hekim_1000,Bin kişiye düşen hekim,1.3
Bilecik,2014,hekim_1000,Bin kişiye düşen hekim,1.1
Bingöl,2014,hekim_1000,Bin kişiye düşen hekim,1.0
Bitlis,2014,hekim_1000,Bin kişiye düşen hekim,1.0
Bolu,2014,hekim_1000,Bin kişiye düşen hekim,2.4
Burdur,2014,hekim_1000,Bin kişiye düşen hekim,1.3
Bursa,2014,hekim_1000,Bin kişiye düşen hekim,1.5
Denizli,2014,hekim_1000,Bin kişiye düşen hekim,1.8
Diyarbakır,2014,hekim_1000,Bin kişiye düşen hekim,1.5
Düzce,2014,hekim_1000,Bin kişiye düşen hekim,1.7
Edirne,2014,hekim_1000,Bin kişiye düşen hekim,2.5
Elazığ,2014,hekim_1000,Bin kişiye düşen hekim,2.0
Erzincan,2014,hekim_1000,Bin kişiye düşen hekim,1.4
Erzurum,2014,hekim_1000,Bin kişiye düşen hekim,2.1
Eskişehir,2014,hekim_1000,Bin kişiye düşen hekim,2.1
Gaziantep,2014,hekim_1000,Bin kişiye düşen hekim,1.4
Giresun,2014,hekim_1000,Bin kişiye düşen hekim,1.3
Gümüşhane,2014,hekim_1000,Bin kişiye düşen hekim,1.0
Hakkari,2014,hekim_1000,Bin kişiye düşen hekim,0.7
Hatay,2014,hekim_1000,Bin kişiye düşen hekim,1.3
Isparta,2014,hekim_1000,Bin kişiye düşen hekim,2.5
Iğdır,2014,hekim_1000,Bin kişiye düşen hekim,0.8
Kahramanmaraş,2014,hekim_1000,Bin kişiye düşen hekim,1.2
Karabük,2014,hekim_1000,Bin kişiye düşen hekim,1.5
Karaman,2014,hekim_1000,Bin kişiye düşen hekim,1.2
Kars,2014,hekim_1000,Bin kişiye düşen hekim,1.5
Kastamonu,2014,hekim_1000,Bin kişiye düşen hekim,1.1
Kayseri,2014,hekim_1000,Bin kişiye düşen hekim,1.8
Kilis,2014,hekim_1000,Bin kişiye düşen hekim,1.5
Kocaeli,2014,hekim_1000,Bin kişiye düşen hekim,1.6
Konya,2014,hekim_1000,Bin kişiye düşen hekim,1.8
Kütahya,2014,hekim_1000,Bin kişiye düşen hekim,1.2
Kırklareli,2014,hekim_1000,Bin kişiye düşen hekim,1.2
Kırıkkale,2014,hekim_1000,Bin kişiye düşen hekim,2.4
Kırşehir,2014,hekim_1000,Bin kişiye düşen hekim,1.3
Malatya,2014,hekim_1000,Bin kişiye düşen hekim,2.0
Manisa,2014,hekim_1000,Bin kişiye düşen hekim,1.6
Mardin,2014,hekim_1000,Bin kişiye düşen hekim,0.9
Mersin,2014,hekim_1000,Bin kişiye düşen hekim,1.4
Muğla,2014,hekim_1000,Bin kişiye düşen hekim,1.6
Muş,2014,hekim_1000,Bin kişiye düşen hekim,0.9
Nevşehir,2014,hekim_1000,Bin kişiye düşen hekim,1.2
Niğde,2014,hekim_1000,Bin kişiye düşen hekim,1.0
Ordu,2014,hekim_1000,Bin kişiye düşen hekim,1.3
Osmaniye,2014,hekim_1000,Bin kişiye düşen hekim,1.2
Rize,2014,hekim_1000,Bin kişiye düşen hekim,1.8
Sakarya,2014,hekim_1000,Bin kişiye düşen hekim,1.4
Samsun,2014,hekim_1000,Bin kişiye düşen hekim,2.0
Siirt,2014,hekim_1000,Bin kişiye düşen hekim,0.9
Sinop,2014,hekim_1000,Bin kişiye düşen hekim,1.2
Sivas,2014,hekim_1000,Bin kişiye düşen hekim,1.9
Tekirdağ,2014,hekim_1000,Bin kişiye düşen hekim,1.4
Tokat,2014,hekim_1000,Bin kişiye düşen hekim,1.5
Trabzon,2014,hekim_1000,Bin kişiye düşen hekim,2.2
Tunceli,2014,hekim_1000,Bin kişiye düşen hekim,1.3
Uşak,2014,hekim_1000,Bin kişiye düşen hekim,1.3
Van,2014,hekim_1000,Bin kişiye düşen hekim,1.2
Yalova,2014,hekim_1000,Bin kişiye düşen hekim,1.3
Yozgat,2014,hekim_1000,Bin kişiye düşen hekim,1.4
Zonguldak,2014,hekim_1000,Bin kişiye düşen hekim,1.8
Çanakkale,2014,hekim_1000,Bin kişiye düşen hekim,1.7
Çankırı,2014,hekim_1000,Bin kişiye düşen hekim,1.2
Çorum,2014,hekim_1000,Bin kişiye düşen hekim,1.2
İstanbul,2014,hekim_1000,Bin kişiye düşen hekim,1.9
İzmir,2014,hekim_1000,Bin kişiye düşen hekim,2.4
Şanlıurfa,2014,hekim_1000,Bin kişiye düşen hekim,1.2
Şırnak,2014,hekim_1000,Bin kişiye düşen hekim,0.8
Adana,2015,hekim_1000,Bin kişiye düşen hekim,1.9
Adıyaman,2015,hekim_1000,Bin kişiye düşen hekim,1.2
Afyon,2015,hekim_1000,Bin kişiye düşen hekim,1.5
Aksaray,2015,hekim_1000,Bin kişiye düşen hekim,1.1
Amasya,2015,hekim_1000,Bin kişiye düşen hekim,1.2
Ankara,2015,hekim_1000,Bin kişiye düşen hekim,3.1
Antalya,2015,hekim_1000,Bin kişiye düşen hekim,2.0
Ardahan,2015,hekim_1000,Bin kişiye düşen hekim,1.2
Artvin,2015,hekim_1000,Bin kişiye düşen hekim,1.1
Aydın,2015,hekim_1000,Bin kişiye düşen hekim,1.8
Ağrı,2015,hekim_1000,Bin kişiye düşen hekim,0.9
Balıkesir,2015,hekim_1000,Bin kişiye düşen hekim,1.3
Bartın,2015,hekim_1000,Bin kişiye düşen hekim,1.3
Batman,2015,hekim_1000,Bin kişiye düşen hekim,1.2
Bayburt,2015,hekim_1000,Bin kişiye düşen hekim,1.4
Bilecik,2015,hekim_1000,Bin kişiye düşen hekim,1.1
Bingöl,2015,hekim_1000,Bin kişiye düşen hekim,1.0
Bitlis,2015,hekim_1000,Bin kişiye düşen hekim,1.1
Bolu,2015,hekim_1000,Bin kişiye düşen hekim,2.4
Burdur,2015,hekim_1000,Bin kişiye düşen hekim,1.3
Bursa,2015,hekim_1000,Bin kişiye düşen hekim,1.6
Denizli,2015,hekim_1000,Bin kişiye düşen hekim,1.9
Diyarbakır,2015,hekim_1000,Bin kişiye düşen hekim,1.6
Düzce,2015,hekim_1000,Bin kişiye düşen hekim,1.7
Edirne,2015,hekim_1000,Bin kişiye düşen hekim,2.6
Elazığ,2015,hekim_1000,Bin kişiye düşen hekim,2.0
Erzincan,2015,hekim_1000,Bin kişiye düşen hekim,1.6
Erzurum,2015,hekim_1000,Bin kişiye düşen hekim,2.2
Eskişehir,2015,hekim_1000,Bin kişiye düşen hekim,2.1
Gaziantep,2015,hekim_1000,Bin kişiye düşen hekim,1.4
Giresun,2015,hekim_1000,Bin kişiye düşen hekim,1.3
Gümüşhane,2015,hekim_1000,Bin kişiye düşen hekim,1.1
Hakkari,2015,hekim_1000,Bin kişiye düşen hekim,0.7
Hatay,2015,hekim_1000,Bin kişiye düşen hekim,1.4
Isparta,2015,hekim_1000,Bin kişiye düşen hekim,2.5
Iğdır,2015,hekim_1000,Bin kişiye düşen hekim,1.1
Kahramanmaraş,2015,hekim_1000,Bin kişiye düşen hekim,1.2
Karabük,2015,hekim_1000,Bin kişiye düşen hekim,1.6
Karaman,2015,hekim_1000,Bin kişiye düşen hekim,1.3
Kars,2015,hekim_1000,Bin kişiye düşen hekim,1.6
Kastamonu,2015,hekim_1000,Bin kişiye düşen hekim,1.1
Kayseri,2015,hekim_1000,Bin kişiye düşen hekim,1.9
Kilis,2015,hekim_1000,Bin kişiye düşen hekim,1.8
Kocaeli,2015,hekim_1000,Bin kişiye düşen hekim,1.6
Konya,2015,hekim_1000,Bin kişiye düşen hekim,1.8
Kütahya,2015,hekim_1000,Bin kişiye düşen hekim,1.3
Kırklareli,2015,hekim_1000,Bin kişiye düşen hekim,1.3
Kırıkkale,2015,hekim_1000,Bin kişiye düşen hekim,2.4
Kırşehir,2015,hekim_1000,Bin kişiye düşen hekim,1.4
Malatya,2015,hekim_1000,Bin kişiye düşen hekim,2.0
Manisa,2015,hekim_1000,Bin kişiye düşen hekim,1.6
Mardin,2015,hekim_1000,Bin kişiye düşen hekim,1.0
Mersin,2015,hekim_1000,Bin kişiye düşen hekim,1.4
Muğla,2015,hekim_1000,Bin kişiye düşen hekim,1.6
Muş,2015,hekim_1000,Bin kişiye düşen hekim,0.9
Nevşehir,2015,hekim_1000,Bin kişiye düşen hekim,1.2
Niğde,2015,hekim_1000,Bin kişiye düşen hekim,1.1
Ordu,2015,hekim_1000,Bin kişiye düşen hekim,1.3
Osmaniye,2015,hekim_1000,Bin kişiye düşen hekim,1.2
Rize,2015,hekim_1000,Bin kişiye düşen hekim,1.8
Sakarya,2015,hekim_1000,Bin kişiye düşen hekim,1.4
Samsun,2015,hekim_1000,Bin kişiye düşen hekim,2.1
Siirt,2015,hekim_1000,Bin kişiye düşen hekim,1.1
Sinop,2015,hekim_1000,Bin kişiye düşen hekim,1.2
Sivas,2015,hekim_1000,Bin kişiye düşen hekim,1.9
Tekirdağ,2015,hekim_1000,Bin kişiye düşen hekim,1.3
Tokat,2015,hekim_1000,Bin kişiye düşen hekim,1.6
Trabzon,2015,hekim_1000,Bin kişiye düşen hekim,2.3
Tunceli,2015,hekim_1000,Bin kişiye düşen hekim,1.5
Uşak,2015,hekim_1000,Bin kişiye düşen hekim,1.3
Van,2015,hekim_1000,Bin kişiye düşen hekim,1.3
Yalova,2015,hekim_1000,Bin kişiye düşen hekim,1.4
Yozgat,2015,hekim_1000,Bin kişiye düşen hekim,1.4
Zonguldak,2015,hekim_1000,Bin kişiye düşen hekim,1.8
Çanakkale,2015,hekim_1000,Bin kişiye düşen hekim,1.8
Çankırı,2015,hekim_1000,Bin kişiye düşen hekim,1.1
Çorum,2015,hekim_1000,Bin kişiye düşen hekim,1.2
İstanbul,2015,hekim_1000,Bin kişiye düşen hekim,2.0
İzmir,2015,hekim_1000,Bin kişiye düşen hekim,2.4
